-0.7722779295660851,
1.6561332714298733,
0.7614189215780778,
-0.3150896586117005,
1.0374028403968558,
0.24120049090559811,
0.26924206331298917,
-0.06465681943057809,
-0.40127127518724776,
0.3825261617105885,
-0.06257096939229354,
-0.15997119582907413,
0.012276833780966093,
0.583273355554223,
-0.12778910480489353,
-0.24735722162313786,
-0.11630238109432496,
0.8677501413902723,
0.13320027110483112,
-0.8942162121680278,
-0.1932645108218665,
-0.030205266040928106,
0.03885359231430115,
0.06100505659194613,
-0.21210196712037924,
0.3347093057940054,
0.3633580759050308,
-0.07096261892484994,
0.6127484077085805,
-0.33489400282999854,
0.305057548731931,
-3.7233891803745425,
