2.016210106286559,
-8.683301110872373,
0.8100225062561196,
3.7595092318387353,
29.485652542206214,
-3.4343554032810673,
15.020968823259544,
0.06845117386469698,
-0.3501015016509202,
1.5136801225026018,
-0.48588993737484926,
-0.2853098390299809,
-0.734104482321909,
-3.0051192087785092,
-0.32259208691256247,
-0.887520208728269,
0.7005507508071319,
-0.4075132219073672,
1.2021321724494964,
-3.037667775303048,
-0.9845005475931969,
-8.449155174425398,
1.0911565075939897,
-1.4571119798812837,
0.10944374097152754,
-1.5262747642562495,
-0.1099432949941598,
-0.5657833117317597,
0.07842362143981944,
0.056647392780681795,
2.187807777813114,
-17.157989838844678,
-0.8476640717616624,
3.16419220889523,
-0.1405303476451228,
-0.5695956526407214,
-9.59921472926157,
1.0386672174202973,
-4.991883138527507,
-0.012119663878024297,
0.02092647857994904,
-0.29634688342761223,
0.06842045219947,
0.01340609948177939,
0.11283591897886229,
0.8379377333002709,
0.038713071442326316,
0.10003731138588787,
-0.07254570498351028,
0.13348175885136482,
-0.21824148854587985,
0.886392870013221,
0.10232272119614276,
2.8403501954396555,
-0.2776366526325022,
0.3806643680099983,
-0.026692913865355078,
0.41164616897959455,
0.08134635324856623,
0.1047822795405868,
0.05394884412300291,
-0.03738560968456746,
-0.21895498388276638,
