0.12663718761628975,
0.058410896626254726,
0.1735935874124869,
0.5095563175011794,
0.04816194574574665,
-0.03845634107038765,
-0.02009359894253105,
0.09406962027732521,
-0.042550873176973945,
0.14344720211526132,
-0.17809741224519368,
-0.23371353007967235,
-0.29270136050888035,
-0.1274773068163813,
-0.1829620403294985,
-0.5324162743590932,
0.18156634846279193,
0.021416962656166667,
0.24292303491098644,
-0.0574414880743507,
-0.07437316604683206,
-0.02890711298772889,
0.10641418529638472,
0.03804969181621566,
-0.010263722230944529,
-0.1869352557913572,
-0.0020013495138020173,
-0.08474485821239905,
-0.03587418277585832,
-0.0838583452370476,
1.7579629656189435,
-0.04855258877780591,
-0.3047787627013621,
0.27233786743437605,
0.05685645970326681,
-0.13389223598748562,
0.24159101479286724,
-0.01826384565556963,
0.0368243807281058,
-0.03687103367346841,
-0.031994910603841076,
0.02795555424074624,
0.010770209981602517,
0.01776930680039495,
0.045117735567956105,
0.1171367310998447,
0.014828263560610885,
0.0480980071914105,
-0.023546459501372914,
0.1458436913296761,
0.0007009740050617728,
-0.07521928666755047,
-0.08673412174917536,
0.01038383859233059,
-0.017809800107875952,
0.006124371078004124,
-0.03211052611898721,
0.10680994198012654,
0.06360433555653942,
-0.03700388083126545,
0.0838841623704957,
-0.00029595906113501756,
-0.17220289606465736,
