-1.1490295194501754,
18.286547200123692,
1.0233671962252235,
0.05016468821361276,
-28.852224063850695,
-2.161211876159795,
-18.867674088222827,
0.015560573137012612,
-0.2927502043923079,
0.5380859677446874,
-0.05094552704244805,
-0.16358075494384672,
0.11449878717316214,
3.0268304417732046,
-1.2006486670605554,
-0.400382490690867,
-0.17523993382387784,
0.5794562167711896,
0.4083052525292876,
-2.6275242665627916,
-3.3143832704159153,
1.0345670711812498,
-19.542791603236722,
0.2532659913981139,
-0.3478579333733823,
0.42649740591024693,
0.24329053711444448,
-0.2497521830218448,
0.6761043777968643,
-0.0691308892644503,
0.21707570304451368,
43.67600723351619,
1.798500697656334,
-60.491079696214754,
0.9016846678348278,
3.109005028891966,
71.07522768507938,
12.91720654816877,
79.7351521901726,
-0.04154533411017699,
2.4840707221948426,
1.434330825649481,
0.41313714732562384,
-0.544164866978741,
0.17544397865619055,
5.242572865658808,
-2.763793661334836,
-0.3103203660242181,
-0.5544361980931859,
0.2651642414857594,
-0.8376729717133612,
-2.6381262076148704,
-6.036554781412656,
2.226790687869528,
-47.48129896308861,
0.38075750455219876,
4.916221788432072,
-0.24680163663996849,
-1.669397737184406,
0.2619687929703134,
1.088161770979268,
-1.4840541343346614,
-1.8294489694891851,
