2484.849923275429,
2011.8476206012224,
1463.2823199728703,
245.95878733388977,
-997.7949419674527,
331.178885359437,
-1084.1424897715874,
-46.40100636415999,
148.77258833850019,
314.05667106050106,
-338.75958657350066,
-214.74253542875215,
138.28575444687334,
-228.73040568648315,
641.3682860585279,
188.46146888362173,
-494.7626887300187,
-316.32042983555544,
-1145.5915105774352,
-2438.935813885887,
750.9413295384413,
726.9245161325638,
213.98736282259057,
3432.4187499786813,
518.377398677414,
-924.4698582283074,
177.80302438305247,
167.8725650609226,
-148.83238768296485,
-159.00242349656367,
-24.69171057401644,
-1861.0711997580072,
-80.48162325125355,
-679.7201349265436,
-217.20315884264042,
-73.26794211582275,
-569.2847154677953,
1290.8248261174324,
-666.6509565260915,
44.30012823283933,
225.37535886983198,
-33.78335340590407,
138.85140623650037,
129.8007438743315,
-7.782509239930491,
-471.42186094734274,
-51.57132975230452,
-113.38289822807762,
27.157373103833066,
-175.1527698640046,
-87.17054510444426,
1132.1404772195888,
-587.5541702690995,
126.90643727901856,
31.752443074773748,
-364.21318547429786,
-161.5568915042716,
-211.31443365282132,
-164.0119789604676,
302.7546157803707,
59.02483477325728,
76.04138678162529,
11.136438185703964,
-455.8146086019756,
-214.66732158570107,
-53.37596119276811,
-12.9277876984175,
59.95870370707791,
-427.7436442961075,
649.6222038075124,
-11.924025139561659,
-84.72550258174547,
-13.770869312773096,
-23.91522505166097,
-25.81103550460337,
-43.832004535131944,
425.24092658596606,
-26.762059611195568,
22.930037712597176,
18.404192482316713,
138.16797128811345,
20.44113457951469,
-446.4688652196265,
23.051401182331457,
-384.44963089001754,
-107.65833777399813,
-784.4402006347699,
-13.253297713184272,
136.1295723272817,
31.508137560660515,
-220.01697145003754,
2.050557779518421,
-1.7112936445217706,
-1.614057707961233,
92.17187523434437,
137.70010200264153,
-1.0279257879317412,
3.662337631779303,
153.4666333449011,
-105.83526898936856,
-60.36177423475083,
1.0201587692309055,
5.136346938101146,
2.555321955307958,
1.473672131682535,
1.695114084876395,
6.896428263402908,
-84.08531471492273,
3.985030372247393,
-1.5558913549163953,
-2.410649449748875,
-17.685060797160148,
24.44172536025829,
149.36033648085646,
24.233224795817357,
127.8978966212484,
22.932794952886432,
204.1228583339496,
13.193797215916122,
-9.916924457814128,
-3.9835562809003062,
35.29828501625949,
-1.2801581222109948,
-1.5788615932185766,
0.07526469411528278,
-1006.5526438139376,
-239.35827762493685,
-660.4905670016727,
243.96023572295582,
68.22453179927867,
1199.871027270606,
-215.9431206356592,
4.249097379896423,
-787.995265976001,
-46.736677224014564,
53.23496395525634,
2.446740077988949,
-92.39971378328184,
205.31969682437483,
-266.45039972937644,
1.990056737392784,
143.45417713707246,
254.14315863790932,
745.8275932420631,
94.57515212055755,
-475.9116390329157,
114.53290181214672,
-609.5357754078968,
91.51529346073202,
3.042619562734953,
453.27966570473575,
-11.911138278709567,
-183.36025999010585,
-1.1706167907938319,
-20.33932104409621,
-6.220154701896602,
-466.63662062717424,
-1024.2126812245183,
328.537551303866,
90.77185478826618,
-96.57118935447305,
249.13308807782877,
-1103.3205119365161,
-42.816308940246216,
-229.8980140299621,
-290.3811099016559,
75.13870990664249,
-121.96818190419515,
795.601695399604,
168.8794137701171,
-542.668166100458,
98.02094422834952,
610.4520490819219,
-161.40144524555478,
668.6678435802777,
-31.184908670276712,
380.43211430994745,
-620.7249780764364,
-338.81692341492027,
363.63347877510813,
-686.2538482521522,
988.8474784333213,
654.4648018473681,
135.21531583240105,
-285.70172566522547,
-170.39166652928375,
-12.220721119212618,
