0.7688355614914344,
0.9557961883091238,
0.7048270841360745,
-10.220484534588456,
0.9572468057421863,
0.9514972967689984,
0.9554144171761514,
0.7639546992675716,
0.6960846184696909,
0.5555859091145428,
-9.823964648486681,
-2.3012302863892944,
-0.2634997240330098,
0.791096800395375,
0.560723751090395,
0.15741733048044526,
0.042386690348012325,
0.7133554441481292,
0.7342424370394656,
0.9550615040229101,
0.8743065956940094,
0.9570386254258236,
0.6852815421484992,
0.6540453336601827,
0.5863664089910531,
0.7410711779860459,
0.7237404935527685,
0.7103967631895837,
-0.16359138857007063,
0.525434907074634,
-24.658644772587515,
1.0514759407753465,
0.3305640627772218,
0.7644378409581307,
0.18074441165684732,
4.504859248825633,
0.7687894193116223,
0.7515421045193639,
0.7632937819146991,
0.7477207153547969,
0.11098909638897458,
0.11611740700303329,
19.02777637017993,
1.4633411843280228,
-0.9478942152872738,
0.38406891350785705,
-0.021830136359807035,
-0.6325228834081076,
-0.9636519875094812,
0.20049554064264152,
0.2500348862206908,
0.7622323284262957,
0.5793526481521577,
0.7681657021309897,
0.1352001579797399,
0.061764484601244174,
-0.09823164834872584,
0.2659455371319738,
0.22557434466316917,
0.19366867547064992,
-0.8211983780821164,
0.003063625144771226,
11.122490941016459,
-0.1649657048869009,
0.3817175920916722,
-0.35978277602023045,
-1.6301960141438436,
0.39187147016871116,
0.35162960872138166,
0.37904844496128115,
-0.5212358160704018,
-0.5564356796636355,
0.1472736472351561,
-4.9115258455362305,
-0.5799614065635674,
0.38579289356895063,
-0.08879438208798354,
-0.08858893793774633,
0.24164734725856163,
0.671471966158034,
-0.33508799661959054,
-0.26760752132221305,
0.37657757780777945,
0.16759127630706197,
0.3904174545363313,
-0.41805006843736675,
-0.5150613784475138,
-0.7305720569382601,
-0.24724068002084063,
-0.29883308253116225,
-0.34348750551725044,
0.3716444537185182,
-0.09141717715747676,
-1.6120623983556648,
-0.0129709308215115,
-0.38371627410469406,
0.08207439318609965,
0.23792501111669656,
-0.3619565085933431,
-0.44819104918397634,
-0.38943492518768097,
0.0687501475373898,
0.11974394576336082,
-0.047637297783966304,
0.3710793053807809,
0.05908379904256867,
-0.040162017719687394,
-0.010942925821825546,
0.014830270164997713,
-0.025699775387929683,
-0.09753234023649068,
0.06417012219957069,
0.04944020679075549,
-0.39473554314414616,
-0.12147314725442317,
-0.3650779963844659,
0.11619659636582988,
0.15449875786124065,
0.21534366450891684,
0.03757228129917144,
0.06810599830442934,
0.07105159206193194,
-0.03911689227762782,
0.015069385702662067,
0.07517130059687875,
0.40242527414284773,
0.46383538858682144,
-0.2664503563596228,
22.660107777855966,
0.3799464696575367,
0.5006196714859722,
0.48880851759663924,
-2.461661813774984,
0.3826109075157287,
-0.5870666576196346,
-4.33439571728367,
-2.4560673024291324,
1.1568133631200532,
1.2032434144744002,
-0.51710436467269,
-1.1455730385732283,
0.08690355950483847,
-0.21841642966209943,
-0.2553147228764387,
1.0245728089566035,
1.124093202274054,
0.9584235033542202,
1.0084201796210543,
1.331572318430751,
-0.294771180200256,
-0.30043078014638164,
-0.2762235799288255,
-0.0810453834573031,
1.947017014994691,
0.04895612297781507,
-6.218662388484346,
0.10361636947796464,
0.19320721847571282,
-0.003135222748154064,
-17.39382765601636,
0.17287943448851795,
0.20076224454458058,
0.19934753485404086,
0.18130138372909785,
0.06465341817617319,
-0.05233951813519252,
-45.890525770018144,
6.219749270945386,
0.34875662989114453,
0.3129385939872751,
-0.09025232776023091,
0.014409022351420107,
-0.6347714983869789,
0.003920335295354703,
0.005294146385499881,
0.37589536185131917,
0.35126846343411205,
0.3454898864748119,
0.17164716921222814,
0.24727010708308758,
-0.01969323549370636,
0.0009889730205876004,
-0.005965239736288089,
0.017347938764646267,
0.23448427746984715,
0.07109257606246157,
-12.205818986728119,
